label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.0,0.0,0.0,0.25235155151263794,-0.14350034570976164,-0.10485464959525545,0.42815951506083494,-0.46367335315113833,-0.11589089930261227,0.4498692593674538,-0.7821764816785127,-0.11395908944655975,0.46271824871025113,-1.0,-0.08384372917856547,0.28243470455140884,-0.7122361290903416,-0.025601890391568828,0.29080971422770363,-0.8719694833677913,-0.11905502414084629,0.26478194104871633,-0.6107131038408157,-0.15385041500382488,0.26366231605387236,-0.5667954390796492,-0.1664820173210126,0.1304882484107804,-0.7157608430534186,-0.005393539974631177,0.12560470956330574,-0.8445163048627078,-0.10502325491110572,0.13339236108560587,-0.5435907896365046,-0.11191163491949466,0.14214820712148923,-0.539447734541613,-0.09906733069264427,-0.008940990517325323,-0.699394296909594,-0.007888062935772308,-0.017785359346980535,-0.8527370588621959,-0.1265868777497605,0.0026176378464702102,-0.5561442635251999,-0.08006445332515394,0.01018859687039905,-0.5196276693624683,-0.022489668221298813,-0.1560149731597006,-0.6754631955184112,-0.018318411200452446,-0.1435084446036599,-0.8007099528060502,-0.08362059758867914,-0.1212342262269683,-0.6011763737560428,-0.03897621601739202,-0.12474537925142488,-0.5456929234690312,0.010782453719037955
0,0.0,0.0,0.0,0.26101331884357,-0.1374560286766419,-0.1037657302261188,0.4393471844131546,-0.44789958837542754,-0.11791047936590802,0.4519350711726863,-0.7796265099884906,-0.12020775181445828,0.4676339002243954,-1.0,-0.09569350419722623,0.28769172039208735,-0.7046123051309001,-0.026660078286177127,0.29534098745187637,-0.8687844056966306,-0.12125547005248707,0.26207760109183104,-0.6139567280036841,-0.1541683367473304,0.26080147074141796,-0.5685165943082208,-0.16576048035047375,0.13346535075415356,-0.711184638035115,-0.01023512532772837,0.12829452574801073,-0.8471833191926865,-0.11416136488051104,0.13309816006070632,-0.5428889669565475,-0.12111750005196674,0.14756756617922578,-0.5346170928789834,-0.10769767904125818,-0.007956337411718462,-0.696234078930208,-0.016353604500215627,-0.014944851477547764,-0.8460362763477159,-0.14232627041119242,0.00410026436778657,-0.5485026087186481,-0.09822946248740752,0.016716118501378725,-0.5126054377136615,-0.04059470944835755,-0.1601135018776667,-0.6720415393509039,-0.029675275129402587,-0.14754768461059095,-0.7954661271817287,-0.10152910131826094,-0.1241114056563919,-0.5949117072854724,-0.05996797819417969,-0.12386983032841022,-0.5393753515541727,-0.011888283853796389
0,0.0,0.0,0.0,0.25103221104100054,-0.15295820375689806,-0.1015422584978643,0.425125308480398,-0.4644600488193474,-0.1161891628299994,0.44281470394682676,-0.7827732092049283,-0.12003215574708695,0.45592877606599036,-1.0,-0.09712063120899606,0.2769597057741928,-0.7176866132519337,-0.024034217815169436,0.28691028645264055,-0.8807359279092264,-0.11848421771817046,0.25866522597165054,-0.62660391353483,-0.15491356669322726,0.25413579970024003,-0.5830749375279286,-0.16917941883347887,0.12515545860074295,-0.7226892998869513,-0.008060195246630906,0.1212323468963451,-0.8543645090877157,-0.10921445155099646,0.1293112732113815,-0.5552811825206523,-0.1188093890372865,0.13867616934866467,-0.5515923824859786,-0.10855004406142646,-0.01527710193939277,-0.7041203839607416,-0.014134676932609358,-0.020944113259977505,-0.8624234678089266,-0.13560517553430998,0.0007940667288595703,-0.5666664963270037,-0.09148891805190372,0.009237330656350897,-0.5299388045297481,-0.03554536856889405,-0.16645757473037598,-0.6762439195837807,-0.027625828130163434,-0.1522305694965952,-0.8004455707050605,-0.09662342274485607,-0.12574128509162666,-0.6033101538905296,-0.054350796385474576,-0.1260648831346889,-0.5489924314302418,-0.006351326898891569
0,0.0,0.0,0.0,0.2533081973092189,-0.1522736836511951,-0.10331017921161066,0.428355617795688,-0.4659468103979493,-0.11668035668454892,0.4458269448160664,-0.78272223064978,-0.11784195505609718,0.4616039042160929,-1.0,-0.09064764281003687,0.2826403833519835,-0.7204565774612063,-0.028376168893042314,0.2949122405562074,-0.8829122744568915,-0.12414948206499125,0.26541359834526573,-0.6236423180716453,-0.1609353429657229,0.26193601664866406,-0.5838036815190706,-0.1756397528067106,0.12835770325912227,-0.7234965927431777,-0.010804180617679628,0.12693568383155435,-0.8545686361726204,-0.11108636289542088,0.13327806379099352,-0.552879020361646,-0.11923179978239344,0.14304526988801253,-0.5557209642306835,-0.1090578807023742,-0.014036406858870214,-0.7052766890992065,-0.015556913247316654,-0.017880230216117815,-0.8652323058664467,-0.13512714970363623,0.0012835598917958725,-0.5682487906454681,-0.08909807920040248,0.00956427812540263,-0.5373448888957452,-0.03320330849520255,-0.16601250725746036,-0.6792000162266196,-0.02807607998945043,-0.15063430941592454,-0.8025773661701454,-0.09418266997772137,-0.12545290980713464,-0.6041511387725458,-0.05016314346933852,-0.12676351406492722,-0.552718277791919,-0.0018869375724264049
0,0.0,0.0,0.0,0.25308450406141664,-0.1570310173488136,-0.10113844536715896,0.4259096280952265,-0.46424904528147104,-0.11430596405417048,0.44227375652476836,-0.7818853513682582,-0.11666356631065873,0.4572279543832771,-1.0,-0.09210597229499742,0.2720334427740122,-0.7212967315756649,-0.016167148670700463,0.2900001311040648,-0.8777583827002567,-0.107496278460447,0.25926549884160194,-0.6243994029146307,-0.14536634309475094,0.2528796071373053,-0.5859359050956404,-0.16137059086645006,0.12328951336044065,-0.7254175196234691,0.0010821672250704002,0.12536666997548354,-0.8499025147632542,-0.09442499835099384,0.1313141122288253,-0.5567364077860831,-0.10608703852689803,0.1403907275713721,-0.5604127530542565,-0.09875281961682231,-0.01427732630116102,-0.705606197101851,-0.0038970742533409744,-0.01476859196107333,-0.8557018094233856,-0.11822145718338103,0.005139560276966702,-0.5720083457101813,-0.07807782565697387,0.013414006034532812,-0.5455918131130285,-0.026868305792835136,-0.16240235088317317,-0.6780649789203393,-0.016477493647635514,-0.14605629608541992,-0.7994810151949611,-0.07917782387770442,-0.11929102667593135,-0.6110987082503788,-0.03758570313835241,-0.12006112258791932,-0.5609087010021969,0.008595238380806577
0,0.0,0.0,0.0,0.25306427334135145,-0.1584439603331291,-0.10211291671445794,0.42726028925651094,-0.4707874751325633,-0.11315273487014511,0.44858066504791944,-0.783755985204348,-0.1126061240275645,0.4635661795296556,-1.0,-0.08382792241600331,0.27520811113380383,-0.724777233152548,-0.014958336520283918,0.2933817633754661,-0.8811616402296503,-0.1073206827298436,0.2645130331843178,-0.6239283363968503,-0.14525567376622003,0.25821882966089515,-0.5846595335890046,-0.1606366443148543,0.12482053842255354,-0.7292174416229832,0.0037217788467755223,0.12674894667967715,-0.8548770432901416,-0.09315974124679885,0.1325597007586932,-0.5578287985718716,-0.10370444448278042,0.13933045135815916,-0.5580396517424225,-0.09434358015497654,-0.013636999720123145,-0.710640426320527,-0.00040788671360637266,-0.01619352349830939,-0.8621893934236503,-0.11488475656438343,0.003313987791317766,-0.5727662801340383,-0.07197751328521006,0.0092918170059228,-0.5426084144597999,-0.018307319260108125,-0.16057773768730949,-0.6836062132661629,-0.012488387824736985,-0.14456840341601046,-0.8038955832406715,-0.07400675639797016,-0.12070823972587197,-0.611924077730123,-0.030289261943503107,-0.12458576334520918,-0.5618843654737862,0.017868566559590668
0,0.0,0.0,0.0,0.25083938745355205,-0.15973304147303388,-0.0999429031148266,0.42292919420984504,-0.46989887351516596,-0.11300046912769852,0.44185082575744866,-0.7838835713228868,-0.11535523493284083,0.4586710858971818,-1.0,-0.09068284082058589,0.2708031741039765,-0.7261088430770333,-0.01912995661487064,0.28858995134998183,-0.8832373972453551,-0.11041939358382295,0.26021470764729526,-0.6276556590633419,-0.14690783134924904,0.2533165792327445,-0.5879127258843935,-0.16188070688123865,0.12095036962620707,-0.7296824066683519,-0.002393462053733101,0.12203678907036637,-0.8550714376233441,-0.09933055997954825,0.12962314742594325,-0.5569401984957137,-0.10924207584556586,0.1360504814434308,-0.5559726387604165,-0.10006583855533216,-0.01716792952737721,-0.7095441218329077,-0.007603281022351673,-0.019892603523346788,-0.8626632934774171,-0.12251724327520001,0.0017535124513127789,-0.5722226756078741,-0.07912559427872572,0.007859527160154358,-0.5393205262470957,-0.025522851292372688,-0.1652650415113268,-0.6807713521182857,-0.02035248209601313,-0.1500211416730954,-0.8033428203096172,-0.08332904797789292,-0.12404602998620033,-0.6111368134963209,-0.040202822118664716,-0.126429811683189,-0.5589852679362286,0.007271257857189888
0,0.0,0.0,0.0,0.2505355265184116,-0.15098286145087678,-0.10272919872839885,0.425606075063463,-0.4621864522230231,-0.11783569231218935,0.440096420281325,-0.7816347989732553,-0.12186520224661487,0.45742883028764536,-1.0,-0.09878309762786988,0.274521181568856,-0.7228887161062305,-0.023990952489177157,0.291327465231164,-0.8818106153004608,-0.11680337366233781,0.25964028036138237,-0.6271187945858775,-0.15304102235278488,0.25447396340639644,-0.5887581472114548,-0.16822602392577887,0.12294776242783359,-0.7267818054192242,-0.007472953635148168,0.125237531542545,-0.8532507125710092,-0.10707330746432574,0.1308263367378655,-0.5548634801807478,-0.11676482822359531,0.14057304218930533,-0.5562446917356879,-0.10724282945364828,-0.01564510232018978,-0.7072723339168685,-0.013018467543627314,-0.01723604640946404,-0.8615489408979387,-0.13166757657006212,0.00268485986182216,-0.570104989083516,-0.08816668119164132,0.01169693459840471,-0.5389188949173871,-0.03375204752919167,-0.16357975646462747,-0.679224480888359,-0.026232347904915222,-0.1473408843343968,-0.8035786794597214,-0.09248137305014556,-0.12191294021394608,-0.6093189266606897,-0.04976992108692622,-0.1232228710494468,-0.5563833797358693,-0.0022165139104599082
0,0.0,0.0,0.0,0.24905588638926926,-0.15682620510064432,-0.10102182905610278,0.42242195550192047,-0.46868463596482207,-0.11593496937191707,0.43695868474115857,-0.7846441054890176,-0.12051590698152347,0.4524363765180709,-1.0,-0.09732044359798746,0.277201365698755,-0.7268032927718364,-0.022315219154398252,0.29127211520209373,-0.88916704676979,-0.11701925834910339,0.2603046012016155,-0.6330842200800401,-0.15250483065173037,0.25719456317171757,-0.5961352586500273,-0.16661567933663357,0.1232232567955852,-0.7313091850889138,-0.00739271446545939,0.12533357543683113,-0.860106666429112,-0.10907964409162083,0.1292572063145419,-0.5568261671929985,-0.11673153931754139,0.1396478815643841,-0.5615644333787815,-0.10530322518711577,-0.018119286073934503,-0.7122010780744925,-0.01490774976316377,-0.018947568134491777,-0.8698720550616137,-0.1370603317571647,-0.002180637324190262,-0.5716719385145567,-0.09030441951488101,0.0053494322050659585,-0.5415825551288523,-0.03283272953706551,-0.16973162618777685,-0.6845954036410863,-0.029968608474639294,-0.15149041964806353,-0.8112823768018096,-0.09779341847914935,-0.12759372404807032,-0.612704122011065,-0.05295338234747677,-0.12985406219753845,-0.5604423670633354,-0.003495514175508546
0,0.0,0.0,0.0,0.251524238794929,-0.15683470353482387,-0.10141634570086966,0.4233710519712596,-0.4672144204932801,-0.11636910659921709,0.43629312439685086,-0.7837857301349376,-0.12070011559524703,0.4544873729628193,-1.0,-0.09763038604170794,0.2742756036392833,-0.7233970113023949,-0.02318511416060281,0.2854439601760861,-0.8841697284035615,-0.11732236264776953,0.2542712714284664,-0.6293586273112901,-0.15242960088976668,0.2515504432032646,-0.5891725647008522,-0.16605564579054904,0.12193495613400897,-0.7282593429555669,-0.007753175050645907,0.12117333160396807,-0.857007445256823,-0.10858459459222523,0.1256932150000066,-0.5557002977310941,-0.1162551928313267,0.13806178999485527,-0.5555621118943318,-0.1047603534030805,-0.018012514395929005,-0.7100896963700862,-0.014661765090171204,-0.02049213009979732,-0.864204420023863,-0.13586291236724096,-0.003596884955672133,-0.5686539474113343,-0.09040006663636325,0.006206768617525169,-0.5362688806061174,-0.0336459281072299,-0.1685749382923888,-0.6822112222358167,-0.029154529044442816,-0.15363262852272555,-0.8064696987492203,-0.09694255567057246,-0.12923797392039252,-0.6097948684981725,-0.053570242023033815,-0.1295479965787223,-0.5567192533214087,-0.005022669295314205
0,0.0,0.0,0.0,0.25452332673123723,-0.14719397209999177,-0.10145495738146798,0.42456489993777946,-0.4589861056934715,-0.11612011719150554,0.43288533529109746,-0.7831047894135698,-0.11970949295045534,0.4508684619109769,-1.0,-0.09606992417504916,0.27331490951664394,-0.7131572105673659,-0.02512313834201222,0.2822187678085109,-0.8777146268420156,-0.11870150436434994,0.24987687654628574,-0.6175978973971842,-0.15049548457600453,0.24660987630461798,-0.5696686236209005,-0.160705783173042,0.12090349345394416,-0.7170508087271773,-0.009576139649083328,0.11738211595154759,-0.8512960250422358,-0.11129671500685158,0.12306943826361072,-0.5443490213017126,-0.11678163123898046,0.13648171763899775,-0.5364373464694921,-0.10239894279841773,-0.018146668209253237,-0.6992206635826149,-0.01633945391447974,-0.022500612580067626,-0.8490307403985667,-0.1396666366433291,-0.0036845452824232415,-0.5513302846689012,-0.09483752732446767,0.007584498201135969,-0.5153817873731315,-0.036904326914623094,-0.1668929303494127,-0.672036126430545,-0.03020667094687836,-0.15296409318244644,-0.7995488494989366,-0.09939512770022083,-0.12755458971527128,-0.5995857071005646,-0.05640778287548974,-0.12715409972597905,-0.5423515710552694,-0.007414955797918135
0,0.0,0.0,0.0,0.2532415087258397,-0.1579255019703509,-0.10053205482667596,0.4257298742728467,-0.4674404203415275,-0.11504028807869322,0.4336831488084068,-0.7846652279977482,-0.11909203324664218,0.450747982735973,-1.0,-0.09569551185426088,0.2720599549634078,-0.7253708012760368,-0.02159704708601167,0.28338440607994,-0.8826894351660725,-0.11512218665253447,0.2520736535935448,-0.6259166823043723,-0.14914639382085873,0.24845646462750987,-0.5860193282041659,-0.1619624944025814,0.12050422218052168,-0.7293732407581159,-0.006676530367349634,0.12065603302683431,-0.8572330643647964,-0.10817431885369792,0.12512000375304935,-0.5537603677988365,-0.11652467773904227,0.13798583223869393,-0.5544379808594483,-0.10515652705411076,-0.018576093075623943,-0.7107112028523175,-0.013892645169610847,-0.020740758115969225,-0.8622122349408895,-0.13597045790417642,-0.004747232126102458,-0.565688121598799,-0.09176436858160184,0.00557262150497279,-0.5356055545130418,-0.035571423727970765,-0.16923700506661662,-0.6835774066428973,-0.02839609474973845,-0.15444229686620378,-0.8043520360292737,-0.09645553953299985,-0.13004240945768436,-0.6078129104897729,-0.05381047831138228,-0.1298659692249953,-0.557236817414149,-0.005834110794024433
